areaname,musym,muname,muacres,farmlndcl,compname,nirrcapcl,nirrcapscl,PI
"Trumbull County, Ohio",Ot,"Otego silt loam, 0 to 2 percent slopes, frequently flooded",458,Prime farmland if protected from flooding or not frequently flooded during the growing season,Otego,2,w,69
"Trumbull County, Ohio",MhC,"Mahoning silt loam, shale substratum, 6 to 12 percent slopes",435,Farmland of local importance,Mahoning,4,e,60
"Trumbull County, Ohio",LyC2,"Loudonville silt loam, 6 to 12 percent slopes, eroded",340,Farmland of local importance,Loudonville,3,e,62
"Trumbull County, Ohio",CoD,"Chili gravelly loam, 12 to 18 percent slopes",315,Not prime farmland,Chili,4,e,55
"Trumbull County, Ohio",EhD2,"Ellsworth silt loam, 12 to 18 percent slopes, eroded",300,Not prime farmland,Ellsworth,6,e,47
"Trumbull County, Ohio",PsC,"Platea silt loam, 6 to 12 percent slopes",295,Farmland of local importance,Platea,3,e,57
"Trumbull County, Ohio",LrC,"Lordstown loam, 6 to 12 percent slopes",270,Farmland of local importance,Lordstown,3,e,61
"Trumbull County, Ohio",EyB,"Elnora loamy fine sand, 2 to 6 percent slopes",260,Farmland of local importance,Elnora,3,w,52
"Trumbull County, Ohio",CaC,"Cambridge silt loam, 6 to 12 percent slopes",240,Farmland of local importance,Cambridge,3,e,62
"Trumbull County, Ohio",FeA,"Frenchtown silt loam, 0 to 3 percent slopes",230,Not prime farmland,Frenchtown,4,w,58
"Trumbull County, Ohio",Sv,"Sebring silt loam, dark surface variant",89,Prime farmland if drained,Sebring variant,2,w,58
"Trumbull County, Ohio",RhA,"Red Hook silt loam, 0 to 2 percent slopes",84,Prime farmland if drained,Red Hook,3,w,63
"Trumbull County, Ohio",DrC,"Darien silt loam, 6 to 12 percent slopes",40,Not prime farmland,Darien,3,e,56
"Trumbull County, Ohio",DrC,"Darien silt loam, 6 to 12 percent slopes",40,Not prime farmland,Platea,3,e,56
"Trumbull County, Ohio",TmA,"Trumbull silt loam, 0 to 2 percent slopes",35,Not prime farmland,Trumbull,4,w,57
"Trumbull County, Ohio",CpB,"Chili silt loam, 2 to 6 percent slopes",33,All areas are prime farmland,Chili,2,e,67
"Trumbull County, Ohio",PeC2,"Pierpont silt loam, 6 to 12 percent slopes, eroded",22,Not prime farmland,Pierpont,3,e,57
"Trumbull County, Ohio",CkB,"Chenango gravelly loam, 2 to 6 percent slopes",17,All areas are prime farmland,Chenango,2,s,61
"Trumbull County, Ohio",BcB2,"Braceville gravelly loam, 3 to 8 percent slopes, moderately eroded",16,All areas are prime farmland,Braceville,2,e,58
"Trumbull County, Ohio",BgA,"Bogart silt loam, 0 to 2 percent slopes",6,All areas are prime farmland,Bogart,2,s,74
"Trumbull County, Ohio",CkC,"Chenango gravelly loam, 6 to 12 percent slopes",6,Not prime farmland,Chenango,3,e,60
"Trumbull County, Ohio",EhC,"Ellsworth silt loam, 6 to 12 percent slopes",1,Not prime farmland,Ellsworth,4,e,60
"Tuscarawas County, Ohio",CsD,"Coshocton-Guernsey silt loams, 15 to 25 percent slopes",42775,Farmland of local importance,Coshocton,4,e,52
"Tuscarawas County, Ohio",CsD,"Coshocton-Guernsey silt loams, 15 to 25 percent slopes",42775,Farmland of local importance,Guernsey,4,e,52
"Tuscarawas County, Ohio",CsC,"Coshocton-Guernsey silt loams, 8 to 15 percent slopes",17422,Farmland of local importance,Coshocton,3,e,60
"Tuscarawas County, Ohio",CsC,"Coshocton-Guernsey silt loams, 8 to 15 percent slopes",17422,Farmland of local importance,Guernsey,3,e,60
"Tuscarawas County, Ohio",FcA,"Fitchville silt loam, 0 to 3 percent slopes",17257,Prime farmland if drained,Fitchville,2,w,70
"Tuscarawas County, Ohio",FcB,"Fitchville silt loam, 3 to 8 percent slopes",11703,Farmland of local importance,Fitchville,2,e,66
"Tuscarawas County, Ohio",Or,"Orrville silt loam, 0 to 3 percent slopes, occasionally flooded",11080,Prime farmland if drained,Orrville,2,w,72
"Tuscarawas County, Ohio",WhD,"Westmoreland silt loam, 15 to 25 percent slopes",8760,Farmland of local importance,Westmoreland,4,e,58
"Tuscarawas County, Ohio",WnD,"Westmoreland-Guernsey silt loams, 15 to 25 percent slopes",8510,Farmland of local importance,Guernsey,4,e,59
"Tuscarawas County, Ohio",WnD,"Westmoreland-Guernsey silt loams, 15 to 25 percent slopes",8510,Farmland of local importance,Westmoreland,4,e,59
"Tuscarawas County, Ohio",GfC,"Glenford silt loam, 8 to 15 percent slopes",7550,Farmland of local importance,Glenford,3,e,71
"Tuscarawas County, Ohio",Bhn7D1,"Bethesda channery loam, 8 to 25 percent slopes, unreclaimed",6655,Not prime farmland,Bethesda,4,e,25
"Tuscarawas County, Ohio",WhC,"Westmoreland silt loam, 8 to 15 percent slopes",5292,Farmland of local importance,Westmoreland,3,e,66
"Tuscarawas County, Ohio",To,"Tioga loam, occasionally flooded",5196,All areas are prime farmland,Tioga,1,NA,72
"Tuscarawas County, Ohio",GgD,"Guernsey silt loam, 15 to 25 percent slopes",4610,Farmland of local importance,Guernsey,4,e,54
"Tuscarawas County, Ohio",WrA,"Wheeling loam, 0 to 3 percent slopes",4500,All areas are prime farmland,Wheeling,1,NA,75
"Tuscarawas County, Ohio",Bhr2D1,"Bethesda loam, 8 to 25 percent slopes, reclaimed",4251,Not prime farmland,Bethesda,4,e,26
"Tuscarawas County, Ohio",GfB,"Glenford silt loam, 3 to 8 percent slopes",4125,All areas are prime farmland,Glenford,2,e,76
"Tuscarawas County, Ohio",No,"Nolin silt loam, 0 to 3 percent slopes, occasionally flooded",4111,All areas are prime farmland,Nolin,2,w,74
"Tuscarawas County, Ohio",CmA,"Chili silt loam, 0 to 3 percent slopes",3500,All areas are prime farmland,Chili,2,s,69
"Tuscarawas County, Ohio",BkD,"Berks shaly silt loam, 15 to 25 percent slopes",3400,Not prime farmland,Berks,4,e,44
"Tuscarawas County, Ohio",HeD,"Hazleton channery loam, 15 to 25 percent slopes",3370,Farmland of local importance,Hazleton,4,e,50
"Tuscarawas County, Ohio",RuA,"Rush silt loam, 0 to 3 percent slopes",3322,All areas are prime farmland,Rush,1,NA,80
"Tuscarawas County, Ohio",GgC,"Guernsey silt loam, 8 to 15 percent slopes",3259,Farmland of local importance,Guernsey,3,e,67
"Tuscarawas County, Ohio",CkB,"Chili gravelly loam, 3 to 8 percent slopes",3200,All areas are prime farmland,Chili,2,e,61
"Tuscarawas County, Ohio",CpB,"Coshocton silt loam, 3 to 8 percent slopes",3030,Farmland of local importance,Coshocton,2,e,70
"Tuscarawas County, Ohio",Bhr2B1,"Bethesda loam, 0 to 8 percent slopes, reclaimed",2582,Not prime farmland,Bethesda,2,e,34
"Tuscarawas County, Ohio",WbA,"Weinbach silt loam, 0 to 3 percent slopes",2470,Prime farmland if drained,Weinbach,2,w,74
"Tuscarawas County, Ohio",WnC,"Westmoreland-Guernsey silt loams, 8 to 15 percent slopes",2350,Farmland of local importance,Guernsey,3,e,61
"Tuscarawas County, Ohio",WnC,"Westmoreland-Guernsey silt loams, 8 to 15 percent slopes",2350,Farmland of local importance,Westmoreland,3,e,61
"Tuscarawas County, Ohio",Se,Sebring silt loam,2100,Prime farmland if drained,Sebring,3,w,58
"Tuscarawas County, Ohio",HeC,"Hazleton channery loam, 8 to 15 percent slopes",1760,Farmland of local importance,Hazleton,3,e,62
"Tuscarawas County, Ohio",BkC,"Berks shaly silt loam, 8 to 15 percent slopes",1730,Not prime farmland,Berks,3,e,50
"Tuscarawas County, Ohio",KeC,"Keene silt loam, 8 to 15 percent slopes",1590,Farmland of local importance,Keene,3,e,59
"Tuscarawas County, Ohio",GgB,"Guernsey silt loam, 3 to 8 percent slopes",1520,Farmland of local importance,Guernsey,2,e,71
"Tuscarawas County, Ohio",Ca,Canadice silty clay loam,1430,Not prime farmland,Canadice,4,w,52
"Tuscarawas County, Ohio",CcA,"Caneadea silty clay loam, 0 to 3 percent slopes",1380,Not prime farmland,Caneadea,3,w,57
"Tuscarawas County, Ohio",FbA,"Fitchville silt loam, 0 to 2 percent slopes",1317,Prime farmland if drained,Fitchville,2,w,70
"Tuscarawas County, Ohio",KeB,"Keene silt loam, 3 to 8 percent slopes",1230,Farmland of local importance,Keene,2,e,66
"Tuscarawas County, Ohio",Fpr1D1,"Fairpoint silt loam, 8 to 25 percent slopes, reclaimed",1087,Not prime farmland,Fairpoint,4,e,34
"Tuscarawas County, Ohio",SpA,"Sparta loamy fine sand, 0 to 3 percent slopes",920,Farmland of local importance,Sparta,4,s,46
"Tuscarawas County, Ohio",UpC,"Upshur silt loam, 8 to 15 percent slopes",900,Not prime farmland,Upshur,4,e,56
"Tuscarawas County, Ohio",RgD,"Rigley sandy loam, 15 to 25 percent slopes",830,Farmland of local importance,Rigley,4,e,46
"Tuscarawas County, Ohio",CoA,"Conotton gravelly loam, 0 to 3 percent slopes",800,Farmland of local importance,Conotton,3,s,59
"Tuscarawas County, Ohio",Bhn7B1,"Bethesda channery loam, 0 to 8 percent slopes, unreclaimed",758,Not prime farmland,Bethesda,2,e,33
"Tuscarawas County, Ohio",FdB,"Fitchville silt loam, clayey substratum, 3 to 8 percent slopes",750,Farmland of local importance,Fitchville,2,e,66
"Tuscarawas County, Ohio",PwB,"Plainfield loamy sand, 3 to 8 percent slopes",680,Farmland of local importance,Plainfield,4,s,53
"Tuscarawas County, Ohio",Bhh7D1,"Bethesda channery loam, 8 to 25 percent slopes, unreclaimed, highwall",602,Not prime farmland,Bethesda,4,e,25
"Tuscarawas County, Ohio",EkA,"Elkinsville silt loam, 0 to 3 percent slopes",600,All areas are prime farmland,Elkinsville,1,NA,78
"Tuscarawas County, Ohio",Mc,"Melvin silt loam, 0 to 3 percent slopes, frequently flooded",600,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Melvin,3,w,57
"Tuscarawas County, Ohio",BeB,"Berks silt loam, 3 to 8 percent slopes",560,Not prime farmland,Berks,2,e,55
"Tuscarawas County, Ohio",Fpr1B1,"Fairpoint silt loam, 0 to 8 percent slopes, reclaimed",560,Not prime farmland,Fairpoint,2,e,42
"Tuscarawas County, Ohio",ShC3,"Shinrock silty clay loam, 8 to 20 percent slopes, severely eroded",560,Not prime farmland,Shinrock,4,e,47
"Tuscarawas County, Ohio",CkC,"Chili gravelly loam, 8 to 15 percent slopes",540,Farmland of local importance,Chili,3,e,58
"Tuscarawas County, Ohio",BtB,"Bogart variant loam, 3 to 8 percent slopes",350,All areas are prime farmland,Bogart Variant,2,e,70
"Tuscarawas County, Ohio",FbB,"Fitchville silt loam, 2 to 6 percent slopes",346,Prime farmland if drained,Fitchville,2,e,68
"Tuscarawas County, Ohio",ChC2,"Coshocton silt loam, 6 to 15 percent slopes, eroded",331,Not prime farmland,Coshocton,3,e,65
"Tuscarawas County, Ohio",CoB,"Conotton gravelly loam, 3 to 8 percent slopes",330,Farmland of local importance,Conotton,3,s,56
"Tuscarawas County, Ohio",WeC,"Westmoreland silt loam, 6 to 15 percent slopes",323,Not prime farmland,Westmoreland,3,e,66
"Tuscarawas County, Ohio",WkD,"Westmoreland-Coshocton silt loams, 15 to 25 percent slopes",297,Not prime farmland,Westmoreland,4,e,64
"Tuscarawas County, Ohio",WkD,"Westmoreland-Coshocton silt loams, 15 to 25 percent slopes",297,Not prime farmland,Coshocton,4,e,64
"Tuscarawas County, Ohio",FdA,"Fitchville silt loam, clayey substratum, 0 to 3 percent slopes",270,Prime farmland if drained,Fitchville,2,w,70
"Tuscarawas County, Ohio",CrD,"Coshocton loam, 15 to 25 percent slopes",250,Not prime farmland,Coshocton,4,e,54
"Tuscarawas County, Ohio",AaC,"Aaron silt loam, 8 to 15 percent slopes",240,Not prime farmland,Aaron,3,e,66
"Tuscarawas County, Ohio",BtA,"Bogart variant loam, 0 to 3 percent slopes",240,All areas are prime farmland,Bogart Variant,1,NA,73
"Tuscarawas County, Ohio",RgC,"Rigley sandy loam, 8 to 15 percent slopes",240,Farmland of local importance,Rigley,3,e,63
"Tuscarawas County, Ohio",Ho,"Holton silt loam, occasionally flooded",191,Prime farmland if drained,Holton,3,w,72
"Tuscarawas County, Ohio",CdC,"Canfield silt loam, 8 to 15 percent slopes",170,Farmland of local importance,Canfield,3,e,63
"Tuscarawas County, Ohio",AnC2,"Aaron silty clay loam, 6 to 15 percent slopes, eroded",153,Not prime farmland,Aaron,3,e,62
"Tuscarawas County, Ohio",Tr,"Tioga fine sandy loam, occasionally flooded",133,All areas are prime farmland,Tioga,1,NA,68
"Tuscarawas County, Ohio",GgD2,"Guernsey silt loam, 15 to 25 percent slopes, eroded",130,Not prime farmland,Guernsey,4,e,51
"Tuscarawas County, Ohio",Bhi2D1,"Bethesda loam, 8 to 25 percent slopes, reclaimed, highwall",113,Not prime farmland,Bethesda,4,e,26
"Tuscarawas County, Ohio",CeC,"Canfield silt loam, 6 to 12 percent slopes",108,Not prime farmland,Canfield,3,e,67
"Tuscarawas County, Ohio",ClA,"Chili silt loam, 0 to 2 percent slopes",94,All areas are prime farmland,Chili,2,s,69
"Tuscarawas County, Ohio",BfC,"Berks channery silt loam, 8 to 15 percent slopes",81,Not prime farmland,Berks,3,e,50
"Tuscarawas County, Ohio",CeB,"Canfield silt loam, 2 to 6 percent slopes",76,All areas are prime farmland,Canfield,2,e,73
"Tuscarawas County, Ohio",KdB,"Keene silt loam, 2 to 6 percent slopes",76,All areas are prime farmland,Keene,2,e,68
"Tuscarawas County, Ohio",CvB,"Conotton gravelly loam, 2 to 6 percent slopes",69,Not prime farmland,Conotton,3,s,57
"Tuscarawas County, Ohio",GeC,"Glenford silt loam, 6 to 15 percent slopes",69,Not prime farmland,Glenford,3,e,71
"Tuscarawas County, Ohio",WkC,"Westmoreland-Coshocton silt loams, 8 to 15 percent slopes",60,Not prime farmland,Westmoreland,3,e,66
"Tuscarawas County, Ohio",WkC,"Westmoreland-Coshocton silt loams, 8 to 15 percent slopes",60,Not prime farmland,Coshocton,3,e,66
"Tuscarawas County, Ohio",PyB,"Plainfield loamy sand, 0 to 6 percent slopes",57,Not prime farmland,Plainfield,4,s,55
"Tuscarawas County, Ohio",GrD2,"Guernsey silty clay loam, 15 to 25 percent slopes, eroded",53,Not prime farmland,Guernsey,4,e,50
"Tuscarawas County, Ohio",WhC2,"Westmoreland silt loam, 8 to 15 percent slopes, eroded",52,Not prime farmland,Westmoreland,3,e,62
"Tuscarawas County, Ohio",GdB,"Glenford silt loam, 2 to 6 percent slopes",50,All areas are prime farmland,Glenford,2,e,78
"Tuscarawas County, Ohio",KcB,"Keene silt loam, 1 to 8 percent slopes",47,All areas are prime farmland,Keene,2,e,66
"Tuscarawas County, Ohio",AaB,"Aaron silt loam, 2 to 8 percent slopes",43,All areas are prime farmland,Aaron,2,e,69
"Tuscarawas County, Ohio",RiC,"Rigley sandy loam, 6 to 15 percent slopes",41,Not prime farmland,Rigley,3,e,65
"Tuscarawas County, Ohio",WtA,"Wheeling silt loam, 0 to 3 percent slopes",31,All areas are prime farmland,Wheeling,1,NA,75
"Tuscarawas County, Ohio",ChC,"Coshocton silt loam, 6 to 15 percent slopes",27,Not prime farmland,Coshocton,3,e,67
"Tuscarawas County, Ohio",CuB,"Chili loam, 2 to 6 percent slopes",26,All areas are prime farmland,Chili,2,e,67
"Tuscarawas County, Ohio",Bhh7B1,"Bethesda channery loam, 0 to 8 percent slopes, unreclaimed, highwall",25,Not prime farmland,Bethesda,2,e,33
"Tuscarawas County, Ohio",ClB,"Chili silt loam, 2 to 6 percent slopes",25,All areas are prime farmland,Chili,2,e,67
"Tuscarawas County, Ohio",GrC2,"Guernsey silty clay loam, 8 to 15 percent slopes, eroded",24,Not prime farmland,Guernsey,3,e,63
"Tuscarawas County, Ohio",BfD,"Berks channery silt loam, 15 to 25 percent slopes",19,Not prime farmland,Berks,4,e,44
"Tuscarawas County, Ohio",BrC,"Berks channery silt loam, 6 to 15 percent slopes",19,Not prime farmland,Berks,3,e,52
"Tuscarawas County, Ohio",GdC2,"Glenford silt loam, 6 to 12 percent slopes, eroded",15,Not prime farmland,Glenford,3,e,71
"Tuscarawas County, Ohio",LoD2,"Loudonville silt loam, 12 to 18 percent slopes, moderately eroded",15,Not prime farmland,Loudonville,4,e,52
"Tuscarawas County, Ohio",CbA,"Caneadea silty clay loam, 0 to 2 percent slopes",12,Not prime farmland,Caneadea,3,w,57
"Tuscarawas County, Ohio",GbB,"Gilpin silt loam, 3 to 8 percent slopes",9,All areas are prime farmland,Gilpin,2,e,63
"Tuscarawas County, Ohio",AbB,"Aaron silt loam, 2 to 6 percent slopes",8,All areas are prime farmland,Aaron,2,e,69
"Tuscarawas County, Ohio",JbA,"Jimtown loam, 0 to 2 percent slopes",8,Prime farmland if drained,Jimtown,2,w,67
"Tuscarawas County, Ohio",UrC2,"Upshur silty clay loam, 6 to 15 percent slopes, eroded",8,Not prime farmland,Upshur,4,e,53
"Tuscarawas County, Ohio",CpC2,"Coshocton silt loam, 8 to 15 percent slopes, eroded",7,Not prime farmland,Coshocton,3,e,65
"Tuscarawas County, Ohio",GaB,"Gilpin silt loam, 2 to 6 percent slopes",7,All areas are prime farmland,Gilpin,2,e,63
"Tuscarawas County, Ohio",WlC2,"Westmoreland-Coshocton complex, 8 to 15 percent slopes, eroded",7,Not prime farmland,Westmoreland,3,e,65
"Tuscarawas County, Ohio",WlC2,"Westmoreland-Coshocton complex, 8 to 15 percent slopes, eroded",7,Not prime farmland,Coshocton,3,e,65
"Tuscarawas County, Ohio",WxA,"Wheeling loam, 0 to 2 percent slopes",6,All areas are prime farmland,Wheeling,1,NA,75
"Tuscarawas County, Ohio",Cg,"Chagrin silt loam, alkaline phase",5,All areas are prime farmland,Chagrin,2,w,80
"Tuscarawas County, Ohio",GdC,"Glenford silt loam, 6 to 12 percent slopes",5,Not prime farmland,Glenford,3,e,75
"Tuscarawas County, Ohio",ReB,"Ravenna silt loam, 2 to 6 percent slopes",5,Prime farmland if drained,Ravenna,2,e,60
"Tuscarawas County, Ohio",CyB,"Coshocton-Keene silt loams, 3 to 8 percent slopes",4,Not prime farmland,Coshocton,2,e,76
"Tuscarawas County, Ohio",CyB,"Coshocton-Keene silt loams, 3 to 8 percent slopes",4,Not prime farmland,Keene,2,e,76
"Tuscarawas County, Ohio",CpD,"Coshocton silt loam, 15 to 25 percent slopes",3,Not prime farmland,Coshocton,4,e,54
"Tuscarawas County, Ohio",LoD,"Loudonville silt loam, 12 to 18 percent slopes",3,Not prime farmland,Loudonville,4,e,55
"Tuscarawas County, Ohio",LwD,"Lowell-Westmoreland silt loams, 15 to 25 percent slopes",3,Not prime farmland,Lowell,4,e,57
"Tuscarawas County, Ohio",LwD,"Lowell-Westmoreland silt loams, 15 to 25 percent slopes",3,Not prime farmland,Westmoreland,4,e,57
"Tuscarawas County, Ohio",PyC,"Plainfield loamy sand, 6 to 12 percent slopes",3,Not prime farmland,Plainfield,4,s,42
"Tuscarawas County, Ohio",ClC,"Chili silt loam, 6 to 12 percent slopes",2,Not prime farmland,Chili,3,e,62
"Tuscarawas County, Ohio",GaC,"Gilpin silt loam, 8 to 15 percent slopes",2,Not prime farmland,Gilpin,3,e,59
"Tuscarawas County, Ohio",LoB,"Loudonville silt loam, 2 to 6 percent slopes",2,All areas are prime farmland,Loudonville,2,e,71
"Tuscarawas County, Ohio",MeB,"Mentor silt loam, 2 to 6 percent slopes",2,All areas are prime farmland,Mentor,2,e,77
"Tuscarawas County, Ohio",WuD2,"Wooster silt loam, 12 to 18 percent slopes, eroded",2,Not prime farmland,Wooster,4,e,66
"Tuscarawas County, Ohio",ChB,"Coshocton silt loam, 2 to 6 percent slopes",1,All areas are prime farmland,Coshocton,2,e,72
"Tuscarawas County, Ohio",CvD2,"Conotton gravelly loam, 12 to 18 percent slopes, moderately eroded",1,Not prime farmland,Conotton,6,e,42
"Tuscarawas County, Ohio",GcD,"Gilpin silt loam, 15 to 25 percent slopes",1,Not prime farmland,Gilpin,4,e,51
"Tuscarawas County, Ohio",LcE2,"Licking silt loam, 12 to 25 percent slopes, moderately eroded",1,Not prime farmland,Licking,6,e,47
"Tuscarawas County, Ohio",WtB,"Wheeling silt loam, 3 to 8 percent slopes",1,All areas are prime farmland,Wheeling,2,e,71
"Tuscarawas County, Ohio",WtC,"Wheeling silt loam, 8 to 15 percent slopes",1,Not prime farmland,Wheeling,3,e,69
"Union County, Ohio",Blg1A1,"Blount silt loam, ground moraine, 0 to 2 percent slopes",54974,Prime farmland if drained,Blount,2,w,78
"Union County, Ohio",We,Wetzel silty clay loam,27317,Prime farmland if drained,Wetzel,2,w,78
"Union County, Ohio",Pk,"Pewamo silty clay loam, 0 to 1 percent slopes",23685,Prime farmland if drained,Pewamo,2,w,84
"Union County, Ohio",Blg1B1,"Blount silt loam, ground moraine, 2 to 4 percent slopes",23275,Prime farmland if drained,Blount,2,e,75
"Union County, Ohio",Ble1B1,"Blount silt loam, end moraine, 2 to 4 percent slopes",19925,Prime farmland if drained,Blount,2,e,75
"Union County, Ohio",Bs,"Brookston silty clay loam, fine texture, 0 to 2 percent slopes",17685,Prime farmland if drained,Brookston,2,w,87
"Union County, Ohio",Ble1A1,"Blount silt loam, end moraine, 0 to 2 percent slopes",17059,Prime farmland if drained,Blount,2,w,78
"Union County, Ohio",Gwg1B1,"Glynwood silt loam, ground moraine, 2 to 6 percent slopes",10085,All areas are prime farmland,Glynwood,2,e,70
"Union County, Ohio",CrA,"Crosby silt loam, Southern Ohio Till Plain, 0 to 2 percent slopes",9082,Prime farmland if drained,Crosby,2,w,81
"Union County, Ohio",Gwe1B1,"Glynwood silt loam, end moraine, 2 to 6 percent slopes",8666,All areas are prime farmland,Glynwood,2,e,70
"Union County, Ohio",NpB,"Nappanee silt loam, 2 to 6 percent slopes",8580,Prime farmland if drained,Nappanee,3,e,70
"Union County, Ohio",Pa,Paulding silty clay,8283,Farmland of local importance,Paulding,3,w,69
"Union County, Ohio",NpA,"Nappanee silt loam, 0 to 2 percent slopes",7489,Prime farmland if drained,Nappanee,3,w,73
"Union County, Ohio",Gn,"Genesee silt loam, 0 to 2 percent slopes, occasionally flooded",2962,All areas are prime farmland,Genesee,2,w,71
"Union County, Ohio",Gwd5C2,"Glynwood clay loam, 6 to 12 percent slopes, eroded",2962,Not prime farmland,Glynwood,4,e,61
"Union County, Ohio",ScB,"St. Clair silt loam, 2 to 6 percent slopes",2872,All areas are prime farmland,St. Clair,3,e,61
"Union County, Ohio",Gwg5C2,"Glynwood clay loam, ground moraine, 6 to 12 percent slopes, eroded",2825,Not prime farmland,Glynwood,3,e,61
"Union County, Ohio",FoA,"Fox silt loam, till plain, 0 to 2 percent slopes",2293,All areas are prime farmland,Fox,2,s,71
"Union County, Ohio",So,"Sloan silty clay loam, 0 to 1 percent slopes, frequently flooded",2266,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Sloan,3,w,78
"Union County, Ohio",Lc,"Lippincott silty clay loam, 0 to 2 percent slopes",1619,Prime farmland if drained,Lippincott,2,w,80
"Union County, Ohio",Ee,"Eel silt loam, 0 to 2 percent slopes, occasionally flooded",1587,All areas are prime farmland,Eel,2,w,71
"Union County, Ohio",Sh,"Shoals silt loam, 0 to 2 percent slopes, occasionally flooded",1433,Prime farmland if drained,Shoals,2,w,76
"Union County, Ohio",Wc,Westland silty clay loam,1409,Prime farmland if drained,Westland,2,w,83
"Union County, Ohio",FoB,"Fox silt loam, till plain, 2 to 6 percent slopes",1247,All areas are prime farmland,Fox,2,e,68
"Union County, Ohio",Sac3AF,"Saranac silty clay loam, 0 to 2 percent slopes, frequently flooded",1156,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Saranac,3,w,69
"Union County, Ohio",Gwg1B2,"Glynwood silt loam, ground moraine, 2 to 6 percent slopes, eroded",1049,All areas are prime farmland,Glynwood,2,e,65
"Union County, Ohio",Gwe1B2,"Glynwood silt loam, end moraine, 2 to 6 percent slopes, eroded",1034,All areas are prime farmland,Glynwood,2,e,65
"Union County, Ohio",CeB,"Celina silt loam, 2 to 6 percent slopes",967,All areas are prime farmland,Celina,2,e,76
"Union County, Ohio",CrB,"Crosby silt loam, Southern Ohio Till Plain, 2 to 6 percent slopes",966,Prime farmland if drained,Crosby,2,e,76
"Union County, Ohio",MrD2,"Morley silt loam, 12 to 18 percent slopes, eroded",807,Not prime farmland,Morley,4,e,59
"Union County, Ohio",Ro,Ross silt loam,772,All areas are prime farmland,Ross,2,w,92
"Union County, Ohio",ScC2,"St. Clair silt loam, 6 to 12 percent slopes, moderately eroded",723,Farmland of local importance,St. Clair,4,e,56
"Union County, Ohio",ScB2,"St. Clair silt loam, 2 to 6 percent slopes, moderately eroded",689,All areas are prime farmland,St. Clair,3,e,59
"Union County, Ohio",CsA,"Crosby-Lewisburg silt loams, 0 to 2 percent slopes",662,Prime farmland if drained,Crosby,2,e,78
"Union County, Ohio",CsA,"Crosby-Lewisburg silt loams, 0 to 2 percent slopes",662,Prime farmland if drained,Lewisburg,2,e,78
"Union County, Ohio",MlB,"Miamian silt loam, 2 to 6 percent slopes",554,All areas are prime farmland,Miamian,2,e,76
"Union County, Ohio",Mns3A,"Minster silty clay loam, 0 to 1 percent slopes",543,Prime farmland if drained,Minster,3,w,75
"Union County, Ohio",HeA,"Henshaw silt loam, 0 to 2 percent slopes",386,Prime farmland if drained,Henshaw,2,w,73
"Union County, Ohio",Ho,Homer silt loam,342,Prime farmland if drained,Homer,2,w,78
"Union County, Ohio",Ag,Algiers silt loam,332,Prime farmland if drained,Algiers,2,w,74
"Union County, Ohio",Gwe5B2,"Glynwood clay loam, end moraine, 2 to 6 percent slopes, eroded",324,All areas are prime farmland,Glynwood,2,e,65
"Union County, Ohio",SlA,"Sleeth silt loam, 0 to 2 percent slopes",312,Prime farmland if drained,Sleeth,2,w,74
"Union County, Ohio",Gwd1C1,"Glynwood silt loam, 6 to 12 percent slopes",306,Not prime farmland,Glynwood,3,e,65
"Union County, Ohio",Mnl3A,"Minster silty clay loam, till substratum, 0 to 1 percent slopes",294,Prime farmland if drained,Minster,3,w,75
"Union County, Ohio",KeB,"Kendallville silt loam, 2 to 6 percent slopes",283,All areas are prime farmland,Kendallville,2,e,73
"Union County, Ohio",Gwg1C1,"Glynwood silt loam, ground moraine, 6 to 12 percent slopes",266,Not prime farmland,Glynwood,3,e,65
"Union County, Ohio",BoB2,"Blount silt loam, 2 to 6 percent slopes, eroded",231,Prime farmland if drained,Blount,2,e,71
"Union County, Ohio",FoB2,"Fox silt loam, till plain, 2 to 6 percent slopes, eroded",143,All areas are prime farmland,Fox,2,e,61
"Union County, Ohio",MlC2,"Miamian silt loam, 6 to 12 percent slopes, eroded",140,Farmland of local importance,Miamian,3,e,70
"Union County, Ohio",Mu,Muskego muck,132,Farmland of local importance,Muskego,3,w,74
"Union County, Ohio",OdA,"Odell silt loam, 0 to 2 percent slopes",127,Prime farmland if drained,Odell,2,w,85
"Union County, Ohio",SpA,"Sloan silty clay loam, till substratum, 0 to 2 percent slopes, occasionally flooded",127,Prime farmland if drained,Sloan,3,w,79
"Union County, Ohio",KeA,"Kendallville silt loam, 0 to 2 percent slopes",100,All areas are prime farmland,Kendallville,1,NA,74
"Union County, Ohio",ScC,"St. Clair silt loam, 6 to 12 percent slopes",100,Farmland of local importance,St. Clair,4,e,59
"Union County, Ohio",WaB,"Warsaw silt loam, 1 to 4 percent slopes",91,All areas are prime farmland,Warsaw,2,e,73
"Union County, Ohio",MrE2,"Morley silt loam, 18 to 25 percent slopes, eroded",74,Not prime farmland,Morley,6,e,50
"Union County, Ohio",Ka,Kane silt loam,67,Prime farmland if drained,Kane,2,w,75
"Union County, Ohio",CeA,"Celina silt loam, 0 to 2 percent slopes",66,All areas are prime farmland,Celina,1,NA,79
