areaname,musym,muname,muacres,farmlndcl,PI
"Stark County, Ohio",CyC,"Conotton gravelly loam, 6 to 12 percent slopes",486,Not prime farmland,54
"Stark County, Ohio",WeE2,"Weikert channery silt loam, 18 to 25 percent slopes, moderately eroded",482,Not prime farmland,33
"Stark County, Ohio",Wc,"Wallkill silt loam, clayey subsoil variant",477,Not prime farmland,76
"Stark County, Ohio",Kk,Killbuck silt loam,476,Prime farmland if drained,69
"Stark County, Ohio",CdD,"Canfield silt loam, 12 to 18 percent slopes",473,Not prime farmland,60
"Stark County, Ohio",LcB,"Licking silt loam, 2 to 6 percent slopes",460,All areas are prime farmland,69
"Stark County, Ohio",Ca,Canadice silt loam,453,Not prime farmland,52
"Stark County, Ohio",MeB,"Mentor silt loam, 2 to 6 percent slopes",447,All areas are prime farmland,77
"Stark County, Ohio",KeB,"Keene silt loam, 2 to 6 percent slopes",441,All areas are prime farmland,68
"Stark County, Ohio",KeC2,"Keene silt loam, 6 to 12 percent slopes, moderately eroded",436,Not prime farmland,60
"Stark County, Ohio",HgE,"Hazleton loam, 25 to 40 percent slopes",435,Not prime farmland,NA
"Stark County, Ohio",Fpn4B1,"Fairpoint channery silt loam, 0 to 8 percent slopes, unreclaimed",430,Not prime farmland,NA
"Stark County, Ohio",Fu,"Fitchville-Urban land complex, 0 to 6 percent slopes",412,Not prime farmland,NA
"Stark County, Ohio",Ot,"Orrville silt loam, occasionally flooded",389,Prime farmland if drained,72
"Stark County, Ohio",Rr,Remsen-Urban land complex,388,Not prime farmland,NA
"Stark County, Ohio",LoF2,"Loudonville silt loam, 25 to 35 percent slopes, moderately eroded",384,Not prime farmland,NA
"Stark County, Ohio",Pm,"Pits, mine",375,Not prime farmland,NA
"Stark County, Ohio",Sg,"Sebring-Urban land complex, 0 to 2 percent slopes",370,Not prime farmland,NA
"Stark County, Ohio",Wk,Weinbach-Urban land complex,368,Not prime farmland,NA
"Stark County, Ohio",GfD2,"Glenford silt loam, 12 to 18 percent slopes, eroded",367,Not prime farmland,59
"Stark County, Ohio",Mc,"Melvin silt loam, 0 to 3 percent slopes, frequently flooded",345,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,57
"Stark County, Ohio",LaB,"Latham silt loam, 3 to 8 percent slopes",341,All areas are prime farmland,62
"Stark County, Ohio",CyB,"Conotton gravelly loam, 2 to 6 percent slopes",335,Not prime farmland,57
"Stark County, Ohio",KeD2,"Keene silt loam, 12 to 18 percent slopes, moderately eroded",328,Not prime farmland,56
"Stark County, Ohio",Ma,Made land,328,Not prime farmland,NA
"Stark County, Ohio",MsB,"Muskingum silt loam, 2 to 6 percent slopes",320,All areas are prime farmland,67
"Stark County, Ohio",WmA,"Wheeling loam, 0 to 3 percent slopes",310,All areas are prime farmland,75
"Stark County, Ohio",WvD,"Wooster-Urban land complex, steep",305,Not prime farmland,NA
"Stark County, Ohio",LaC2,"Latham silt loam, 6 to 12 percent slopes, moderately eroded",298,Not prime farmland,54
"Stark County, Ohio",Bu,Bogart-Urban land complex,296,Not prime farmland,NA
"Stark County, Ohio",LuC,"Loudonville-Urban land complex, rolling",293,Not prime farmland,NA
"Stark County, Ohio",MwF,"Muskingum and Gilpin-Urban land complex, steep",290,Not prime farmland,NA
"Stark County, Ohio",Tr,"Trumbull silt loam, 0 to 2 percent slopes",290,Not prime farmland,57
"Stark County, Ohio",RsD2,"Rittman silt loam, 12 to 18 percent slopes, eroded",281,Not prime farmland,49
"Stark County, Ohio",LuB,"Loudonville-Urban land complex, undulating",278,Not prime farmland,NA
"Stark County, Ohio",WaC2,"Wadsworth silt loam, 6 to 12 percent slopes, eroded",276,Not prime farmland,55
"Stark County, Ohio",MeA,"Mentor silt loam, 0 to 2 percent slopes",270,All areas are prime farmland,80
"Stark County, Ohio",WrC2,"Wheeling silt loam, 6 to 12 percent slopes, moderately eroded",269,Not prime farmland,66
"Stark County, Ohio",LcE2,"Licking silt loam, 12 to 25 percent slopes, moderately eroded",268,Not prime farmland,47
"Stark County, Ohio",ArB,"Arkport fine sandy loam, 0 to 6 percent slopes",258,All areas are prime farmland,67
"Stark County, Ohio",RuA,"Rush silt loam, 0 to 3 percent slopes",253,All areas are prime farmland,80
"Stark County, Ohio",Bhn7F1,"Bethesda channery loam, 25 to 70 percent slopes, unreclaimed",248,Not prime farmland,NA
"Stark County, Ohio",FcC,"Fitchville silt loam, 6 to 12 percent slopes",244,Not prime farmland,63
"Stark County, Ohio",MeC,"Mentor silt loam, 6 to 12 percent slopes",237,Not prime farmland,71
"Stark County, Ohio",LcC,"Licking silt loam, 6 to 12 percent slopes",235,Not prime farmland,67
"Stark County, Ohio",GbC2,"Geeburg silt loam, 6 to 12 percent slopes, moderately eroded",231,Not prime farmland,42
"Stark County, Ohio",DkB,"Dekalb sandy loam, 2 to 6 percent slopes",230,Not prime farmland,64
"Stark County, Ohio",BgB,"Bogart loam, 2 to 6 percent slopes",229,All areas are prime farmland,69
"Stark County, Ohio",Bhr2B1,"Bethesda loam, 0 to 8 percent slopes, reclaimed",227,Not prime farmland,34
"Stark County, Ohio",WbB,"Wadsworth silt loam, moderately deep, 2 to 6 percent slopes",223,Prime farmland if drained,58
"Stark County, Ohio",BoC,"Bogart silt loam, 6 to 12 percent slopes",220,Not prime farmland,66
"Stark County, Ohio",GfC2,"Glenford silt loam, 6 to 12 percent slopes, eroded",218,Not prime farmland,71
"Stark County, Ohio",CwA,"Conotton loam, 0 to 2 percent slopes",217,All areas are prime farmland,61
"Stark County, Ohio",WeD,"Weikert channery silt loam, 12 to 18 percent slopes",211,Not prime farmland,42
"Stark County, Ohio",ClA,"Chili silt loam, 0 to 3 percent slopes",207,All areas are prime farmland,69
"Stark County, Ohio",BwC2,"Brooke silty clay loam, 4 to 12 percent slopes, moderately eroded",206,Not prime farmland,61
"Stark County, Ohio",Bhr2D1,"Bethesda loam, 8 to 25 percent slopes, reclaimed",204,Not prime farmland,26
"Stark County, Ohio",WsD2,"Wheeling soils, 12 to 18 percent slopes, moderately eroded",198,Not prime farmland,62
"Stark County, Ohio",PlC,"Plainfield loamy sand, 6 to 12 percent slopes",197,Not prime farmland,42
"Stark County, Ohio",MvE3,"Muskingum and Gilpin silt loams, 18 to 25 percent slopes, severely eroded",195,Not prime farmland,43
"Stark County, Ohio",RsC,"Rittman silt loam, 6 to 12 percent slopes",192,Not prime farmland,58
"Stark County, Ohio",Fph4D1,"Fairpoint channery silt loam, 8 to 25 percent slopes, unreclaimed, highwall",187,Not prime farmland,NA
"Stark County, Ohio",Pq,"Pits, quarry",187,Not prime farmland,NA
"Stark County, Ohio",Hl,Holly silt loam,184,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,58
"Stark County, Ohio",MeD,"Mentor silt loam, 12 to 18 percent slopes",176,Not prime farmland,65
"Stark County, Ohio",ArC,"Arkport fine sandy loam, 6 to 12 percent slopes",173,Not prime farmland,63
"Stark County, Ohio",GbE2,"Geeburg silt loam, 12 to 25 percent slopes, moderately eroded",172,Not prime farmland,50
"Stark County, Ohio",WlB,"Wellston silt loam, 3 to 8 percent slopes",172,Not prime farmland,72
"Stark County, Ohio",Bhn7B1,"Bethesda channery loam, 0 to 8 percent slopes, unreclaimed",168,Not prime farmland,33
"Stark County, Ohio",CfC,"Canfield silt loam, moderately deep, 6 to 12 percent slopes",160,Not prime farmland,58
"Stark County, Ohio",UvB,"Urban land-Chili complex, 2 to 6 percent slopes",158,Not prime farmland,NA
"Stark County, Ohio",WaC,"Wadsworth silt loam, 6 to 12 percent slopes",158,Not prime farmland,57
"Stark County, Ohio",WlC,"Wellston silt loam, 8 to 15 percent slopes",158,Not prime farmland,67
"Stark County, Ohio",RcC,"Ramsey channery sandy loam, 6 to 12 percent slopes",151,Not prime farmland,42
"Stark County, Ohio",RcE2,"Ramsey channery sandy loam, 18 to 25 percent slopes, moderately eroded",148,Not prime farmland,NA
"Stark County, Ohio",KeE,"Keene silt loam, 18 to 25 percent slopes",143,Not prime farmland,56
"Stark County, Ohio",TlC,"Tilsit silt loam, 8 to 15 percent slopes",143,Not prime farmland,59
"Stark County, Ohio",WuF2,"Wooster silt loam, 25 to 50 percent slopes, moderately eroded",143,Not prime farmland,NA
"Stark County, Ohio",WmC2,"Wheeling loam, 6 to 12 percent slopes, moderately eroded",140,Not prime farmland,66
"Stark County, Ohio",WeC,"Weikert channery silt loam, 6 to 12 percent slopes",137,Not prime farmland,47
"Stark County, Ohio",WxB,"Wooster-Riddles silt loams, 2 to 6 percent slopes",135,All areas are prime farmland,83
"Stark County, Ohio",To,"Tioga silt loam, occasionally flooded",131,All areas are prime farmland,72
"Stark County, Ohio",LcC2,"Licking silt loam, 6 to 12 percent slopes, moderately eroded",127,Not prime farmland,63
"Stark County, Ohio",WnD,"Westmoreland silt loam, 15 to 25 percent slopes",117,Not prime farmland,58
"Stark County, Ohio",TlD,"Tilsit silt loam, 12 to 18 percent slopes",115,Not prime farmland,57
"Stark County, Ohio",WxC2,"Wooster-Riddles silt loams, 6 to 12 percent slopes, eroded",110,Not prime farmland,73
"Stark County, Ohio",CfB,"Canfield silt loam, moderately deep, 2 to 6 percent slopes",105,All areas are prime farmland,62
"Stark County, Ohio",BgA,"Bogart loam, 0 to 2 percent slopes",104,All areas are prime farmland,74
"Stark County, Ohio",Ho,"Holly silt loam, ponded",103,Not prime farmland,NA
"Stark County, Ohio",Lr,"Luray silty clay loam, 0 to 2 percent slopes",101,Prime farmland if drained,78
"Stark County, Ohio",HgD,"Hazleton loam, 15 to 25 percent slopes",100,Not prime farmland,51
"Stark County, Ohio",ArD,"Arkport fine sandy loam, 12 to 18 percent slopes",98,Not prime farmland,55
"Stark County, Ohio",RaB,"Rainsboro silt loam, 2 to 6 percent slopes",95,All areas are prime farmland,68
"Stark County, Ohio",HeE,"Hazleton channery loam, 25 to 35 percent slopes",94,Not prime farmland,NA
"Stark County, Ohio",WpD,"Westmoreland-Coshocton silt loams, 15 to 25 percent slopes",83,Not prime farmland,64
"Stark County, Ohio",FpUXB1,"Fairpoint-Urban land complex, 0 to 8 percent slopes, reclaimed",82,Not prime farmland,NA
"Stark County, Ohio",OrA,"Orrville silt loam, 0 to 3 percent slopes, occasionally flooded",82,Prime farmland if drained,72
"Stark County, Ohio",LnA,"Lorain silt loam, 0 to 2 percent slopes",79,Prime farmland if drained,75
"Stark County, Ohio",CsD,"Coshocton-Guernsey silt loams, 15 to 25 percent slopes",78,Not prime farmland,52
"Stark County, Ohio",Fpr1F1,"Fairpoint silt loam, 25 to 70 percent slopes, reclaimed",78,Not prime farmland,NA
"Stark County, Ohio",Ub,"Udorthents, hilly",77,Not prime farmland,NA
"Stark County, Ohio",WpC,"Westmoreland-Coshocton silt loams, 8 to 15 percent slopes",74,Not prime farmland,66
"Stark County, Ohio",LcA,"Licking silt loam, 0 to 2 percent slopes",73,All areas are prime farmland,72
"Stark County, Ohio",Up,Udorthents-Pits complex,63,Not prime farmland,NA
"Stark County, Ohio",RaC,"Rainsboro silt loam, 6 to 12 percent slopes",60,Not prime farmland,64
"Stark County, Ohio",RcD,"Ramsey channery sandy loam, 12 to 18 percent slopes",55,Not prime farmland,33
"Stark County, Ohio",Fpi1A1,"Fairpoint silt loam, 0 to 8 percent slopes, reclaimed, highwall",54,Not prime farmland,42
"Stark County, Ohio",GbB,"Geeburg silt loam, 2 to 6 percent slopes",53,Not prime farmland,53
"Stark County, Ohio",CgC,"Canfield silt loam, 8 to 15 percent slopes",52,Not prime farmland,63
"Stark County, Ohio",Ed,Edwards muck,52,Not prime farmland,81
"Stark County, Ohio",Da,Damascus loam,50,Prime farmland if drained,59
"Stark County, Ohio",UxF,"Udorthents, loamy till materials, steep",49,Not prime farmland,NA
"Stark County, Ohio",ZeA,"Zepernick silt loam, 0 to 2 percent slopes, occasionally flooded",49,Prime farmland if drained,71
"Stark County, Ohio",Bhi2F1,"Bethesda loam, 25 to 70 percent slopes, reclaimed, highwall",47,Not prime farmland,NA
"Stark County, Ohio",Fr,"Frenchtown silt loam, 0 to 2 percent slopes",47,Prime farmland if drained,58
"Stark County, Ohio",BwE2,"Brooke silty clay loam, 12 to 25 percent slopes, moderately eroded",46,Not prime farmland,47
"Stark County, Ohio",HeD,"Hazleton channery loam, 15 to 25 percent slopes",42,Not prime farmland,50
"Stark County, Ohio",Hy,"Holly silt loam, alkaline",42,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,60
"Stark County, Ohio",OsB,"Oshtemo sandy loam, 3 to 8 percent slopes",42,All areas are prime farmland,61
"Stark County, Ohio",WnC,"Westmoreland silt loam, 8 to 15 percent slopes",40,Not prime farmland,66
"Stark County, Ohio",CsC,"Coshocton-Guernsey silt loams, 8 to 15 percent slopes",37,Not prime farmland,60
"Stark County, Ohio",CcD,"Conotton gravelly loam, 15 to 25 percent slopes",36,Not prime farmland,NA
"Stark County, Ohio",CddD,"Canfield silt loam, 12 to 20 percent slopes",36,Not prime farmland,60
"Stark County, Ohio",JuB,"Jimtown loam, till substratum, 2 to 6 percent slopes",36,Prime farmland if drained,64
"Stark County, Ohio",OmB,"Oshtemo sandy loam, 2 to 6 percent slopes",35,All areas are prime farmland,63
"Stark County, Ohio",CrD2,"Chili gravelly loam, 12 to 25 percent slopes, eroded",34,Not prime farmland,47
"Stark County, Ohio",WxD2,"Wooster-Riddles silt loams, 12 to 18 percent slopes, eroded",33,Not prime farmland,67
"Stark County, Ohio",BrA,"Boyer loam, 0 to 4 percent slopes",28,All areas are prime farmland,62
"Stark County, Ohio",DeE,"Dekalb channery loam, 18 to 25 percent slopes",28,Not prime farmland,47
"Stark County, Ohio",WnE,"Westmoreland silt loam, 25 to 35 percent slopes",28,Not prime farmland,NA
"Stark County, Ohio",HgC,"Hazleton loam, 8 to 15 percent slopes",27,Not prime farmland,64
"Stark County, Ohio",BeD,"Berks silt loam, 12 to 18 percent slopes",26,Not prime farmland,47
"Stark County, Ohio",GhB,"Glenford silt loam, 3 to 8 percent slopes",25,All areas are prime farmland,76
"Stark County, Ohio",WxC,"Wooster-Riddles silt loams, 6 to 12 percent slopes",25,Not prime farmland,77
"Stark County, Ohio",CjD,"Conotton-Oshtemo complex, 12 to 18 percent slopes",24,Not prime farmland,47
"Stark County, Ohio",JtA,"Jimtown loam, 0 to 2 percent slopes",24,Prime farmland if drained,67
"Stark County, Ohio",Uf,"Udorthents, sanitary landfill",24,Not prime farmland,NA
"Stark County, Ohio",Lw,"Lorain silty clay loam, silty substratum",23,Prime farmland if drained,73
"Stark County, Ohio",PnB,"Plainfield loamy sand, 3 to 8 percent slopes",23,Not prime farmland,53
"Stark County, Ohio",OmC,"Oshtemo sandy loam, 6 to 12 percent slopes",21,Not prime farmland,60
"Stark County, Ohio",UtB,"Urban land-Canfield complex, 2 to 6 percent slopes",21,Not prime farmland,NA
"Stark County, Ohio",TeC2,"Teegarden silt loam, 6 to 15 percent slopes, eroded",20,Not prime farmland,61
"Stark County, Ohio",FpUXD1,"Fairpoint-Urban land complex, 8 to 25 percent slopes, reclaimed",19,Not prime farmland,NA
"Stark County, Ohio",Ci,Chagrin loam,18,All areas are prime farmland,77
"Stark County, Ohio",ElB,"Ellsworth silt loam, 2 to 6 percent slopes",17,All areas are prime farmland,67
"Stark County, Ohio",GmC,"Guernsey silt loam, 8 to 15 percent slopes",16,Not prime farmland,67
"Stark County, Ohio",GbB2,"Geeburg silt loam, 2 to 6 percent slopes, moderately eroded",15,Not prime farmland,48
"Stark County, Ohio",KnD,"Kensington silt loam, 15 to 25 percent slopes",15,Not prime farmland,58
"Stark County, Ohio",Bhh7D1,"Bethesda channery loam, 8 to 25 percent slopes, unreclaimed, highwall",13,Not prime farmland,25
"Stark County, Ohio",MdB,"Mahoning silt loam, 2 to 6 percent slopes",13,Prime farmland if drained,62
"Stark County, Ohio",CxD,"Coshocton-Guernsey silt loams, 15 to 25 percent slopes, very stony",12,Not prime farmland,NA
"Stark County, Ohio",Fph4B1,"Fairpoint channery silt loam, 0 to 8 percent slopes, unreclaimed, highwall",11,Not prime farmland,NA
"Stark County, Ohio",CtD2,"Coshocton silt loam, 15 to 25 percent slopes, eroded",10,Not prime farmland,51
"Stark County, Ohio",CddE,"Canfield silt loam, 20 to 35 percent slopes",9,Not prime farmland,NA
"Stark County, Ohio",KnC,"Kensington silt loam, 6 to 15 percent slopes",9,Not prime farmland,66
"Stark County, Ohio",FoC2,"Fredericktown gravelly loam, 6 to 15 percent slopes, eroded",8,Not prime farmland,55
"Stark County, Ohio",JwA,"Jimtown silt loam, 0 to 3 percent slopes",8,Prime farmland if drained,67
"Stark County, Ohio",Lf,"Lobdell silt loam, occasionally flooded",8,All areas are prime farmland,77
"Stark County, Ohio",TgA,"Tioga loam, 0 to 2 percent slopes, occasionally flooded",8,All areas are prime farmland,72
"Stark County, Ohio",Bhr2F1,"Bethesda loam, 25 to 70 percent slopes, reclaimed",6,Not prime farmland,NA
"Stark County, Ohio",CsE,"Coshocton-Guernsey silt loams, 25 to 40 percent slopes",6,Not prime farmland,NA
"Stark County, Ohio",GcC2,"Geeburg silty clay loam, 6 to 12 percent slopes, moderately eroded",6,Not prime farmland,42
"Stark County, Ohio",KhC,"Keene silt loam, 8 to 15 percent slopes",6,Not prime farmland,59
"Stark County, Ohio",HeC,"Hazleton channery loam, 8 to 15 percent slopes",5,Not prime farmland,62
"Stark County, Ohio",JtB,"Jimtown loam, 2 to 6 percent slopes",5,Prime farmland if drained,64
"Stark County, Ohio",BlF,"Berks channery silt loam, 35 to 70 percent slopes",4,Not prime farmland,NA
"Stark County, Ohio",CtC,"Coshocton silt loam, 6 to 12 percent slopes",4,Not prime farmland,69
"Stark County, Ohio",CxC,"Coshocton-Guernsey silt loams, 8 to 15 percent slopes, very stony",4,Not prime farmland,NA
"Stark County, Ohio",EuB,"Ellsworth-Urban land complex, 2 to 6 percent slopes",4,Not prime farmland,NA
"Stark County, Ohio",OmA,"Oshtemo sandy loam, 0 to 2 percent slopes",4,All areas are prime farmland,65
"Stark County, Ohio",Wg,Wallkill silt loam,4,Not prime farmland,70
"Stark County, Ohio",BeE,"Berks silt loam, 18 to 25 percent slopes",3,Not prime farmland,45
"Stark County, Ohio",Od,Olmsted loam,3,Prime farmland if drained,79
"Stark County, Ohio",AwD2,"Amanda-Wooster silt loams, 12 to 18 percent slopes, eroded",2,Not prime farmland,56
"Stark County, Ohio",CbB,"Culleoka silt loam, 3 to 8 percent slopes",2,All areas are prime farmland,69
"Stark County, Ohio",DeD,"Dekalb channery loam, 12 to 18 percent slopes",2,Not prime farmland,56
"Stark County, Ohio",GnB,"Guernsey silty clay loam, 3 to 8 percent slopes",2,Not prime farmland,69
"Stark County, Ohio",MhB,"Mechanicsburg silt loam, 2 to 6 percent slopes",2,All areas are prime farmland,70
"Stark County, Ohio",BkE,"Berks channery silt loam, 25 to 35 percent slopes",1,Not prime farmland,NA
"Stark County, Ohio",Dc,"Damascus loam, till substratum",1,Prime farmland if drained,59
"Stark County, Ohio",RtD2,"Rittman silt loam, 12 to 20 percent slopes, eroded",1,Not prime farmland,49
"Stark County, Ohio",TeC,"Teegarden silt loam, 6 to 15 percent slopes",1,Not prime farmland,63
"Stark County, Ohio",WyE,"Westmoreland-Berks complex, 25 to 40 percent slopes",1,Not prime farmland,NA
"Summit County, Ohio",CdB,"Canfield silt loam, 2 to 6 percent slopes",18478,All areas are prime farmland,73
"Summit County, Ohio",MgB,"Mahoning silt loam, 2 to 6 percent slopes",11613,Prime farmland if drained,62
"Summit County, Ohio",CuB,"Chili-Urban land complex, undulating",11522,Not prime farmland,NA
"Summit County, Ohio",ElB,"Ellsworth silt loam, 2 to 6 percent slopes",11179,All areas are prime farmland,67
"Summit County, Ohio",CfB,"Canfield-Urban land complex, 2 to 6 percent slopes",10596,Not prime farmland,NA
"Summit County, Ohio",CnB,"Chili loam, 2 to 6 percent slopes",10512,All areas are prime farmland,67
"Summit County, Ohio",RsB,"Rittman silt loam, 2 to 6 percent slopes",10450,All areas are prime farmland,67
"Summit County, Ohio",Sb,"Sebring silt loam, 0 to 2 percent slopes",6414,Prime farmland if drained,58
"Summit County, Ohio",Cg,Carlisle muck,6396,Not prime farmland,68
"Summit County, Ohio",ElC2,"Ellsworth silt loam, 6 to 12 percent slopes, eroded",6131,Not prime farmland,56
"Summit County, Ohio",WuB,"Wooster silt loam, 2 to 6 percent slopes",5136,All areas are prime farmland,79
"Summit County, Ohio",W,Water,5069,Not prime farmland,NA
"Summit County, Ohio",Uf,"Udorthents, sanitary landfill",5041,Not prime farmland,NA
"Summit County, Ohio",CoC2,"Chili gravelly loam, 6 to 12 percent slopes, moderately eroded",4940,Not prime farmland,58
"Summit County, Ohio",WuC2,"Wooster silt loam, 6 to 12 percent slopes, moderately eroded",4796,Not prime farmland,73
"Summit County, Ohio",WaB,"Wadsworth silt loam, 2 to 6 percent slopes",4649,Prime farmland if drained,60
"Summit County, Ohio",CrF,"Cardinal-Mentor silt loams, 25 to 75 percent slopes",4460,Not prime farmland,NA
"Summit County, Ohio",Ur,Urban land,4043,Not prime farmland,NA
"Summit County, Ohio",CpB,"Chili silt loam, 2 to 6 percent slopes",3922,All areas are prime farmland,67
"Summit County, Ohio",MgA,"Mahoning silt loam, 0 to 2 percent slopes",3732,Prime farmland if drained,63
"Summit County, Ohio",CuC,"Chili-Urban land complex, rolling",3712,Not prime farmland,NA
"Summit County, Ohio",RsC2,"Rittman silt loam, 6 to 12 percent slopes, eroded",3624,Not prime farmland,55
"Summit County, Ohio",ElF2,"Ellsworth silt loam, 25 to 50 percent slopes, eroded",3521,Not prime farmland,NA
"Summit County, Ohio",Ho,Holly silt loam,3464,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,58
"Summit County, Ohio",Ua,Udorthents,3179,Not prime farmland,NA
"Summit County, Ohio",FcA,"Fitchville silt loam, 0 to 2 percent slopes",2981,Prime farmland if drained,70
"Summit County, Ohio",ReA,"Ravenna silt loam, 0 to 2 percent slopes",2950,Prime farmland if drained,62
"Summit County, Ohio",CfC,"Canfield-Urban land complex, 6 to 12 percent slopes",2904,Not prime farmland,NA
"Summit County, Ohio",OtF,"Oshtemo-Glenford complex, 25 to 75 percent slopes",2799,Not prime farmland,NA
"Summit County, Ohio",CnC,"Chili loam, 6 to 12 percent slopes",2675,Not prime farmland,61
"Summit County, Ohio",ReB,"Ravenna silt loam, 2 to 6 percent slopes",2620,Prime farmland if drained,60
"Summit County, Ohio",Mn,"Mahoning-Urban land complex, 0 to 2 percent slopes",2549,Not prime farmland,NA
"Summit County, Ohio",WaA,"Wadsworth silt loam, 0 to 2 percent slopes",2509,Prime farmland if drained,62
"Summit County, Ohio",CoD2,"Chili gravelly loam, 12 to 18 percent slopes, moderately eroded",2461,Not prime farmland,52
"Summit County, Ohio",ElE2,"Ellsworth silt loam, 12 to 25 percent slopes, eroded",2219,Not prime farmland,47
"Summit County, Ohio",GfB,"Glenford silt loam, 2 to 6 percent slopes",2093,All areas are prime farmland,78
"Summit County, Ohio",JtA,"Jimtown loam, 0 to 2 percent slopes",2015,Prime farmland if drained,67
"Summit County, Ohio",FcB,"Fitchville silt loam, 2 to 6 percent slopes",1861,Prime farmland if drained,68
"Summit County, Ohio",CcB,"Caneadea silt loam, 2 to 6 percent slopes",1812,Not prime farmland,60
"Summit County, Ohio",BgB,"Bogart loam, 2 to 6 percent slopes",1809,All areas are prime farmland,69
"Summit County, Ohio",CnA,"Chili loam, 0 to 2 percent slopes",1804,All areas are prime farmland,69
"Summit County, Ohio",Ck,"Chagrin silt loam, alkaline",1796,Prime farmland if protected from flooding or not frequently flooded during the growing season,80
"Summit County, Ohio",Tr,"Trumbull silt loam, 0 to 2 percent slopes",1724,Not prime farmland,57
"Summit County, Ohio",WrB,"Wheeling silt loam, 2 to 6 percent slopes",1702,All areas are prime farmland,72
"Summit County, Ohio",Ca,Canadice silty clay loam,1567,Not prime farmland,52
"Summit County, Ohio",Or,Orrville silt loam,1550,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,72
"Summit County, Ohio",CpC,"Chili silt loam, 6 to 12 percent slopes",1503,Not prime farmland,62
"Summit County, Ohio",EuB,"Ellsworth-Urban land complex, 2 to 6 percent slopes",1500,Not prime farmland,NA
"Summit County, Ohio",WuC,"Wooster silt loam, 6 to 12 percent slopes",1408,Not prime farmland,76
"Summit County, Ohio",Da,Damascus loam,1390,Prime farmland if drained,59
"Summit County, Ohio",OsB,"Oshtemo sandy loam, 2 to 6 percent slopes",1354,All areas are prime farmland,63
"Summit County, Ohio",Ln,Lorain silty clay loam,1318,Prime farmland if drained,73
"Summit County, Ohio",Ly,"Luray silt loam, 0 to 2 percent slopes",1303,Prime farmland if drained,80
"Summit County, Ohio",ElC,"Ellsworth silt loam, 6 to 12 percent slopes",1277,Not prime farmland,60
"Summit County, Ohio",LoB,"Loudonville silt loam, 2 to 6 percent slopes",1267,All areas are prime farmland,71
"Summit County, Ohio",RsC,"Rittman silt loam, 6 to 12 percent slopes",1201,Not prime farmland,58
"Summit County, Ohio",Hy,"Holly silt loam, alkaline",1198,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,60
"Summit County, Ohio",CdC2,"Canfield silt loam, 6 to 12 percent slopes, eroded",1165,Not prime farmland,63
"Summit County, Ohio",Pg,"Pits, gravel",1158,Not prime farmland,NA
"Summit County, Ohio",WuD2,"Wooster silt loam, 12 to 18 percent slopes, moderately eroded",1092,Not prime farmland,66
"Summit County, Ohio",Fn,"Fitchville-Urban land complex, 0 to 2 percent slopes",1082,Not prime farmland,NA
"Summit County, Ohio",GfC2,"Glenford silt loam, 6 to 12 percent slopes, eroded",1028,Not prime farmland,71
"Summit County, Ohio",Rn,"Ravenna-Urban land complex, 0 to 2 percent slopes",1020,Not prime farmland,NA
"Summit County, Ohio",Le,Lobdell silt loam,992,All areas are prime farmland,77
"Summit County, Ohio",CyD,"Conotton-Oshtemo complex, 12 to 18 percent slopes",991,Not prime farmland,47
"Summit County, Ohio",Od,Olmsted loam,957,Prime farmland if drained,79
"Summit County, Ohio",LoC,"Loudonville silt loam, 6 to 12 percent slopes",952,Not prime farmland,65
"Summit County, Ohio",So,Sloan silt loam,943,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,80
"Summit County, Ohio",CyE,"Conotton-Oshtemo complex, 18 to 25 percent slopes",914,Not prime farmland,33
"Summit County, Ohio",Uc,"Udorthents, chemical waste",898,Not prime farmland,NA
"Summit County, Ohio",Ju,Jimtown-Urban land complex,882,Not prime farmland,NA
"Summit County, Ohio",CdC,"Canfield silt loam, 6 to 12 percent slopes",862,Not prime farmland,67
"Summit County, Ohio",CpA,"Chili silt loam, 0 to 2 percent slopes",857,All areas are prime farmland,69
"Summit County, Ohio",CdA,"Canfield silt loam, 0 to 2 percent slopes",853,All areas are prime farmland,75
"Summit County, Ohio",GbB,"Geeburg silt loam, 2 to 6 percent slopes",837,Not prime farmland,53
"Summit County, Ohio",LoD,"Loudonville silt loam, 12 to 18 percent slopes",809,Not prime farmland,55
"Summit County, Ohio",RuB,"Rittman-Urban land complex, 2 to 6 percent slopes",806,Not prime farmland,NA
"Summit County, Ohio",MlB,"Mahoning silt loam, sandstone substratum, 2 to 6 percent slopes",797,Prime farmland if drained,62
"Summit County, Ohio",RsD2,"Rittman silt loam, 12 to 18 percent slopes, eroded",759,Not prime farmland,49
"Summit County, Ohio",OsC,"Oshtemo sandy loam, 6 to 12 percent slopes",726,Not prime farmland,60
"Summit County, Ohio",GoB,"Glenford-Urban land complex, 2 to 6 percent slopes",724,Not prime farmland,NA
"Summit County, Ohio",CyF,"Conotton-Oshtemo complex, 25 to 50 percent slopes",710,Not prime farmland,NA
