"areaname"|"mukey"|"musym"|"muname"|"mapunit_acres"|"survey_acres"
"Jackson County, Ohio"|2451059|"WhL1E1"|"Wharton-Latham silt loams, 25 to 40 percent slopes"|160|269875
"Jackson County, Ohio"|2451058|"WhL1D1"|"Wharton-Latham silt loams, 15 to 25 percent slopes"|66|269875
"Jackson County, Ohio"|2451057|"WhL1C1"|"Wharton-Latham silt loams, 6 to 15 percent slopes"|31|269875
"Jackson County, Ohio"|2451067|"ShLZE1"|"Shelocta-Latham association, steep"|19293|269875
"Jackson County, Ohio"|2451049|"RgLXD1"|"Rigley-Latham complex, 15 to 25 percent slopes"|6431|269875
"Jackson County, Ohio"|2451051|"RgLZE1"|"Rigley-Latham association, steep"|12455|269875
"Jackson County, Ohio"|2451048|"RrSZE1"|"Rarden-Steinsburg association, steep"|727|269875
"Jackson County, Ohio"|2451016|"LiLXD1"|"Lily-Latham complex, 15 to 25 percent slopes"|113|269875
"Jackson County, Ohio"|2451039|"LhW1D2"|"Latham-Wharton silt loams, 15 to 25 percent slopes, eroded"|34384|269875
"Jackson County, Ohio"|2451047|"LaSZE1"|"Latham-Steinsburg association, steep"|362|269875
"Jackson County, Ohio"|2451066|"LaSXD1"|"Latham-Steinsburg complex, 15 to 25 percent slopes"|76|269875
"Jackson County, Ohio"|2451043|"LaG1D1"|"Latham-Gilpin silt loams, 15 to 25 percent slopes"|163|269875
"Jackson County, Ohio"|2451034|"Lah1D1"|"Latham silt loam, 15 to 25 percent slopes"|68|269875
"Jackson County, Ohio"|2451053|"SWLZE1"|"Shelocta-Wharton-Latham association, steep"|1671|269875
"Jackson County, Ohio"|2451052|"RgRZE1"|"Rigley-Rarden association, steep"|413|269875
"Jackson County, Ohio"|2451055|"ShRZE1"|"Shelocta-Rarden association, steep"|2875|269875
"Jackson County, Ohio"|2451050|"RgRXD1"|"Rigley-Rarden complex, 15 to 25 percent slopes"|886|269875
"Jackson County, Ohio"|2451040|"RrW1D2"|"Rarden-Wharton silt loams, 15 to 25 percent slopes, eroded"|2594|269875
"Jackson County, Ohio"|2451037|"RrW1C2"|"Rarden-Wharton silt loams, 8 to 15 percent slopes, eroded"|20644|269875
"Jackson County, Ohio"|2451015|"LiRXD1"|"Lily-Rarden complex, 15 to 25 percent slopes"|84|269875
"Jackson County, Ohio"|2451030|"Rar1B1"|"Rarden silt loam, 3 to 8 percent slopes"|963|269875
"Jackson County, Ohio"|2451032|"Rar1C2"|"Rarden silt loam, 8 to 15 percent slopes, eroded"|1863|269875
"Jackson County, Ohio"|2451014|"GlRZE1"|"Gilpin-Rarden association, steep"|306|269875
"Jackson County, Ohio"|2451011|"Cub1AO"|"Cuba silt loam, 0 to 3 percent slopes, occasionally flooded"|781|269875
"Jackson County, Ohio"|2451056|"Stn1AO"|"Stendal silt loam, 0 to 3 percent slopes, occasionally flooded"|639|269875
"Jackson County, Ohio"|2451026|"Pio1AP"|"Piopolis silt loam, 0 to 2 percent slopes, ponded"|471|269875
"Jackson County, Ohio"|2451029|"Pop1AF"|"Pope silt loam, 0 to 3 percent slopes, frequently flooded"|1120|269875
"Jackson County, Ohio"|2451028|"Pop6AR"|"Pope fine sandy loam, 0 to 3 percent slopes, rarely flooded"|18|269875
"Jackson County, Ohio"|2451024|"SkP1AF"|"Stokly-Philo silt loams, 0 to 3 percent slopes, frequently flooded"|3107|269875
"Jackson County, Ohio"|2451027|"Pop6AF"|"Pope fine sandy loam, 0 to 3 percent slopes, frequently flooded"|142|269875
"Jackson County, Ohio"|2451025|"Pio1AF"|"Piopolis silt loam, 0 to 2 percent slopes, frequently flooded"|6255|269875
"Jackson County, Ohio"|1460544|"Ud"|"Udorthents"|5|269875
"Jackson County, Ohio"|2451046|"RrG1D2"|"Rarden-Gilpin silt loams, 15 to 25 percent slopes, eroded"|52|269875
"Jackson County, Ohio"|2451045|"RrG1D1"|"Rarden-Gilpin silt loams, 15 to 25 percent slopes"|52|269875
"Jackson County, Ohio"|2451042|"RrG1C2"|"Rarden-Gilpin silt loams, 8 to 15 percent slopes, eroded"|107|269875
"Jackson County, Ohio"|2451041|"RrG1C1"|"Rarden-Gilpin silt loams, 8 to 15 percent slopes"|560|269875
"Jackson County, Ohio"|2451021|"Omu1A1"|"Omulga silt loam, 0 to 2 percent slopes"|1879|269875
"Jackson County, Ohio"|2451033|"Rar1C1"|"Rarden silt loam, 8 to 15 percent slopes"|152|269875
"Jackson County, Ohio"|1460518|"MgA"|"McGary silt loam, 0 to 4 percent slopes"|83|269875
"Jackson County, Ohio"|1460516|"BmC"|"Blairton-Rarden-Gilpin association, rolling"|7|269875
"Jackson County, Ohio"|1460543|"To"|"Tioga loam, occasionally flooded"|579|269875
"Jackson County, Ohio"|1460542|"Sm"|"Skidmore silt loam, occasionally flooded"|13|269875
"Jackson County, Ohio"|1460540|"SeF"|"Shelocta-Steinsburg association, very steep"|368|269875
"Jackson County, Ohio"|1460539|"SbE"|"Shelocta-Brownsville association, steep"|1445|269875
"Jackson County, Ohio"|1460538|"MpC2"|"Monongahela silt loam, 8 to 15 percent slopes, eroded"|2|269875
"Jackson County, Ohio"|1460537|"Ha"|"Haymond silt loam, occasionally flooded"|10|269875
"Jackson County, Ohio"|1460532|"MoC"|"Monongahela loam, 8 to 15 percent slopes"|1|269875
"Jackson County, Ohio"|1460529|"FbB"|"Fairpoint channery silty clay loam, 1 to 8 percent slopes"|4|269875
"Jackson County, Ohio"|1460501|"SbF"|"Shelocta-Brownsville association, very steep"|1495|269875
"Jackson County, Ohio"|1460500|"Py"|"Pope loam, frequently flooded"|116|269875
"Jackson County, Ohio"|1460498|"MfA"|"McGary silty clay loam, 0 to 2 percent slopes"|21|269875
"Jackson County, Ohio"|1460496|"GbE"|"Germano-Gilpin complex, 25 to 40 percent slopes"|459|269875
"Jackson County, Ohio"|1460495|"GbD"|"Germano-Gilpin complex, 15 to 25 percent slopes"|87|269875
"Jackson County, Ohio"|1460494|"GbC"|"Germano-Gilpin complex, 6 to 15 percent slopes"|177|269875
"Jackson County, Ohio"|1460493|"FcC"|"Fairpoint clay loam, 8 to 20 percent slopes"|41|269875
"Jackson County, Ohio"|1460492|"FcB"|"Fairpoint clay loam, 0 to 8 percent slopes"|61|269875
"Jackson County, Ohio"|1460515|"SrE"|"Steinsburg-Clymer association, steep"|470|269875
"Jackson County, Ohio"|1460508|"FbD"|"Fairpoint channery silty clay loam, 8 to 25 percent slopes"|18|269875
"Jackson County, Ohio"|1460507|"CtB"|"Coolville-Tilsit silt loams, 2 to 6 percent slopes"|8|269875
"Jackson County, Ohio"|536050|"W"|"Water"|816|269875
"Jackson County, Ohio"|536049|"TrA"|"Tygart silt loam, 0 to 3 percent slopes"|305|269875
"Jackson County, Ohio"|536047|"St"|"Stendal silt loam, occasionally flooded"|671|269875
"Jackson County, Ohio"|536046|"Sk"|"Skidmore gravelly loam, frequently flooded"|403|269875
"Jackson County, Ohio"|536044|"RrG"|"Rigley-Rock outcrop association, very steep"|4905|269875
"Jackson County, Ohio"|536042|"RmE"|"Rigley-Clymer association, steep"|10609|269875
"Jackson County, Ohio"|536040|"RgD"|"Rigley sandy loam, 15 to 25 percent slopes"|3772|269875
"Jackson County, Ohio"|536039|"RgC"|"Rigley sandy loam, 8 to 15 percent slopes"|1776|269875
"Jackson County, Ohio"|536038|"RcC"|"Richland silt loam, clayey substratum, 8 to 15 percent slopes"|789|269875
"Jackson County, Ohio"|536033|"Px"|"Pope silt loam, frequently flooded"|2310|269875
"Jackson County, Ohio"|536032|"Pw"|"Pope fine sandy loam, rarely flooded"|503|269875
"Jackson County, Ohio"|536031|"Pv"|"Pope sandy loam, frequently flooded"|2302|269875
"Jackson County, Ohio"|536030|"Pt"|"Pits, quarry"|133|269875
"Jackson County, Ohio"|536029|"Pc"|"Piopolis silt loam, ponded"|33|269875
"Jackson County, Ohio"|536028|"Pb"|"Piopolis silt loam, frequently flooded"|2985|269875
"Jackson County, Ohio"|536021|"ErD"|"Ernest silt loam, 15 to 25 percent slopes"|476|269875
"Jackson County, Ohio"|536020|"ErC"|"Ernest silt loam, 8 to 15 percent slopes"|1881|269875
"Jackson County, Ohio"|536019|"Dm"|"Dumps, mine"|305|269875
"Jackson County, Ohio"|536018|"Dd"|"Dumps"|254|269875
"Jackson County, Ohio"|536015|"CoB"|"Coolville silt loam, 3 to 8 percent slopes"|917|269875
"Jackson County, Ohio"|536014|"CkC"|"Clymer silt loam, 8 to 15 percent slopes"|12011|269875
"Jackson County, Ohio"|536013|"CkB"|"Clymer silt loam, 3 to 8 percent slopes"|736|269875
"Jackson County, Ohio"|536012|"ChD"|"Clymer loam, 15 to 25 percent slopes"|11551|269875
"Jackson County, Ohio"|536011|"BsF"|"Brownsville-Shelocta association, steep"|10182|269875
"Jackson County, Ohio"|536010|"BrD"|"Brownsville channery silt loam, 15 to 25 percent slopes"|1020|269875
"Jackson County, Ohio"|536008|"BhD"|"Bethesda shaly clay loam, 8 to 25 percent slopes"|4352|269875
"Jackson County, Ohio"|536006|"BaD"|"Barkcamp gravelly loamy sand, 8 to 25 percent slopes"|349|269875
"Jackson County, Ohio"|1460523|"MdA"|"McGary silt loam, 0 to 2 percent slopes"|20|269875
"Jackson County, Ohio"|1460522|"GhC"|"Gilpin-Tilsit complex, 6 to 12 percent slopes"|6|269875
"Jackson County, Ohio"|1460521|"CrD"|"Cruze silt loam, 12 to 20 percent slopes"|3|269875
"Jefferson County, Ohio"|1652922|"AoC2"|"Aaron silty clay loam, 6 to 15 percent slopes, eroded"|5|262342
"Jefferson County, Ohio"|1652972|"BeB"|"Berks channery silt loam, 2 to 6 percent slopes"|1|262342
"Jefferson County, Ohio"|1652973|"BeC"|"Berks channery silt loam, 6 to 15 percent slopes"|26|262342
"Jefferson County, Ohio"|1652974|"BeD"|"Berks channery silt loam, 15 to 25 percent slopes"|3|262342
"Jefferson County, Ohio"|536052|"BkB"|"Berks channery silt loam, 3 to 8 percent slopes"|368|262342
"Jefferson County, Ohio"|536053|"BkC"|"Berks channery silt loam, 8 to 15 percent slopes"|1125|262342
"Jefferson County, Ohio"|536054|"BkD"|"Berks shaly silt loam, 15 to 25 percent slopes"|1305|262342
"Jefferson County, Ohio"|1652923|"BlC"|"Berks-Aaron complex, 6 to 15 percent slopes"|5|262342
"Jefferson County, Ohio"|536055|"BmC"|"Berks-Guernsey complex, 8 to 15 percent slopes"|4280|262342
"Jefferson County, Ohio"|536056|"BmD"|"Berks-Guernsey complex, 15 to 25 percent slopes"|9195|262342
"Jefferson County, Ohio"|536057|"BmE"|"Berks-Guernsey complex, 25 to 40 percent slopes"|3940|262342
"Jefferson County, Ohio"|536058|"BnD"|"Bethesda silt loam, 8 to 25 percent slopes"|460|262342
"Jefferson County, Ohio"|536059|"BpC"|"Bethesda very channery clay loam, 3 to 15 percent slopes"|1165|262342
"Jefferson County, Ohio"|536060|"BpF"|"Bethesda very channery clay loam, 25 to 70 percent slopes"|1810|262342
"Jefferson County, Ohio"|536061|"BsC"|"Brookside silty clay loam, 8 to 15 percent slopes"|225|262342
"Jefferson County, Ohio"|536062|"BsD"|"Brookside silty clay loam, 15 to 25 percent slopes"|1605|262342
"Jefferson County, Ohio"|536063|"BsE"|"Brookside silty clay loam, 25 to 40 percent slopes"|3240|262342
"Jefferson County, Ohio"|536064|"CkD"|"Clarksburg silt loam, 15 to 25 percent slopes"|1565|262342
"Jefferson County, Ohio"|536065|"CmD"|"Clarksburg-Urban land complex, 15 to 25 percent slopes"|370|262342
"Jefferson County, Ohio"|536066|"CnB"|"Coshocton silt loam, 1 to 7 percent slopes"|1100|262342
"Jefferson County, Ohio"|1652976|"CoB"|"Coshocton silt loam, 2 to 6 percent slopes"|1|262342
"Jefferson County, Ohio"|1652977|"CoC"|"Coshocton silt loam, 6 to 15 percent slopes"|4|262342
"Jefferson County, Ohio"|536067|"DkE"|"Dekalb channery loam, 25 to 40 percent slopes"|90|262342
"Jefferson County, Ohio"|536068|"DkF"|"Dekalb channery loam, 40 to 70 percent slopes"|95|262342
"Jefferson County, Ohio"|536069|"Ds"|"Dumps, mine"|395|262342
"Jefferson County, Ohio"|536070|"EbC2"|"Elba silty clay loam, 8 to 15 percent slopes, eroded"|1785|262342
"Jefferson County, Ohio"|536071|"EbD2"|"Elba silty clay loam, 15 to 25 percent slopes, eroded"|4150|262342
"Jefferson County, Ohio"|536072|"FaC"|"Fairpoint silt loam, 3 to 15 percent slopes"|410|262342
"Jefferson County, Ohio"|536073|"FbC"|"Fairpoint very shaly clay loam, 3 to 15 percent slopes"|590|262342
"Jefferson County, Ohio"|536074|"FbF"|"Fairpoint very shaly clay loam, 25 to 70 percent slopes"|1375|262342
"Jefferson County, Ohio"|536075|"FcB"|"Fitchville variant silt loam, 1 to 6 percent slopes"|860|262342
"Jefferson County, Ohio"|1652938|"GkB"|"Gilpin silt loam, 2 to 6 percent slopes"|60|262342
"Jefferson County, Ohio"|1652978|"GkC"|"Gilpin silt loam, 6 to 15 percent slopes"|109|262342
"Jefferson County, Ohio"|1652939|"GmC"|"Gilpin-Coshocton complex, 6 to 15 percent slopes"|497|262342
"Jefferson County, Ohio"|536076|"GnB"|"Gilpin silt loam, 3 to 8 percent slopes"|3320|262342
"Jefferson County, Ohio"|536077|"GnC"|"Gilpin silt loam, 8 to 15 percent slopes"|6460|262342
"Jefferson County, Ohio"|536078|"GnD"|"Gilpin silt loam, 15 to 25 percent slopes"|3640|262342
"Jefferson County, Ohio"|536079|"GoC"|"Gilpin-Coshocton silt loams, 8 to 15 percent slopes"|10180|262342
"Jefferson County, Ohio"|536080|"GoD"|"Gilpin-Coshocton silt loams, 15 to 25 percent slopes"|7535|262342
"Jefferson County, Ohio"|536081|"GpC"|"Gilpin-Lowell silt loams, 8 to 15 percent slopes"|10217|262342
"Jefferson County, Ohio"|536082|"GpD"|"Gilpin-Lowell silt loams, 15 to 25 percent slopes"|15003|262342
"Jefferson County, Ohio"|1653002|"GrC"|"Gilpin-Lowell complex, 6 to 15 percent slopes"|138|262342
"Jefferson County, Ohio"|536083|"GsB"|"Glenford silt loam, 3 to 8 percent slopes"|30|262342
"Jefferson County, Ohio"|536084|"GsC"|"Glenford silt loam, 8 to 15 percent slopes"|15|262342
"Jefferson County, Ohio"|1652940|"GtC"|"Germano fine sandy loam, 6 to 15 percent slopes"|357|262342
"Jefferson County, Ohio"|1652941|"GtD"|"Germano fine sandy loam, 15 to 25 percent slopes"|210|262342
"Jefferson County, Ohio"|536085|"GuB"|"Guernsey silt loam, 3 to 8 percent slopes"|1105|262342
"Jefferson County, Ohio"|536086|"GvC2"|"Guernsey silty clay loam, 7 to 15 percent slopes, eroded"|1470|262342
"Jefferson County, Ohio"|1652942|"GyC"|"Guernsey silt loam, 6 to 15 percent slopes"|3|262342
"Jefferson County, Ohio"|1652979|"HeE"|"Hazleton channery loam, 25 to 35 percent slopes"|52|262342
"Jefferson County, Ohio"|536087|"HfE"|"Hazleton-Summitville complex, 15 to 40 percent slopes"|10735|262342
"Jefferson County, Ohio"|536088|"HgE"|"Hazleton-Westmoreland complex, 25 to 40 percent slopes"|5095|262342
"Jefferson County, Ohio"|536089|"HgF"|"Hazleton-Westmoreland complex, 40 to 70 percent slopes"|4635|262342
"Jefferson County, Ohio"|536090|"KeB"|"Keene silt loam, 3 to 8 percent slopes"|1485|262342
"Jefferson County, Ohio"|1652944|"KnB"|"Keene silt loam, 2 to 6 percent slopes"|19|262342
"Jefferson County, Ohio"|1652945|"LmC"|"Lowell silt loam, 6 to 15 percent slopes"|86|262342
"Jefferson County, Ohio"|536091|"LnB"|"Lowell silt loam, 1 to 7 percent slopes"|615|262342
"Jefferson County, Ohio"|536092|"LnC"|"Lowell silt loam, 8 to 15 percent slopes"|3350|262342
"Jefferson County, Ohio"|536093|"LoD2"|"Lowell silty clay loam, 15 to 25 percent slopes, eroded"|8575|262342
"Jefferson County, Ohio"|536094|"LoE"|"Lowell silty clay loam, 25 to 40 percent slopes"|6740|262342
"Jefferson County, Ohio"|1652947|"LoE2"|"Lowell silty clay loam, 25 to 40 percent slopes, eroded"|486|262342
"Jefferson County, Ohio"|536095|"LoF"|"Lowell silty clay loam, 40 to 70 percent slopes"|5405|262342
"Jefferson County, Ohio"|536096|"Me"|"Melvin silt loam, thin solum, frequently ponded, 0 to 3 percent slopes"|435|262342
"Jefferson County, Ohio"|1652948|"MkD"|"Morristown silty clay loam, 8 to 25 percent slopes"|14|262342
"Jefferson County, Ohio"|536097|"MnA"|"Morristown silty clay loam, 0 to 3 percent slopes"|355|262342
"Jefferson County, Ohio"|536098|"MnC"|"Morristown silty clay loam, 3 to 15 percent slopes"|6280|262342
"Jefferson County, Ohio"|536099|"MnE"|"Morristown silty clay loam, 15 to 40 percent slopes"|3425|262342
"Jefferson County, Ohio"|536100|"MoA"|"Morristown channery silty clay loam, 0 to 3 percent slopes, stony"|980|262342
"Jefferson County, Ohio"|536101|"MoC"|"Morristown channery silty clay loam, 3 to 15 percent slopes, stony"|6770|262342
"Jefferson County, Ohio"|1652951|"MpF"|"Morristown channery silt loam, 25 to 70 percent slopes, bouldery"|2216|262342
"Jefferson County, Ohio"|536102|"MrF"|"Morristown channery silty clay loam, 25 to 70 percent slopes, bouldery"|19549|262342
"Jefferson County, Ohio"|1652949|"MuB"|"Morristown channery silty clay loam, 0 to 8 percent slopes, stony"|10|262342
"Jefferson County, Ohio"|1652950|"MuD"|"Morristown channery silty clay loam, 8 to 25 percent slopes, stony"|102|262342
"Jefferson County, Ohio"|536103|"No"|"Nolin silt loam, 0 to 3 percent slopes, occasionally flooded"|1540|262342
"Jefferson County, Ohio"|1652952|"OlC"|"Omulga silt loam, 6 to 15 percent slopes"|20|262342
"Jefferson County, Ohio"|2451090|"Omm1B1"|"Omulga silt loam, mixed substratum, 2 to 6 percent slopes"|992|262342
"Jefferson County, Ohio"|2451091|"Omm1C1"|"Omulga silt loam, mixed substratum, 6 to 12 percent slopes"|687|262342
"Jefferson County, Ohio"|536106|"Or"|"Orrville silt loam, 0 to 3 percent slopes, occasionally flooded"|740|262342
"Jefferson County, Ohio"|1652953|"RaB"|"Richland silt loam, 2 to 6 percent slopes"|68|262342
"Jefferson County, Ohio"|536108|"RcB"|"Richland silt loam, 1 to 7 percent slopes"|3975|262342
"Jefferson County, Ohio"|536109|"RcC"|"Richland silt loam, 7 to 15 percent slopes"|200|262342
"Jefferson County, Ohio"|536110|"RgC"|"Rigley sandy loam, 8 to 15 percent slopes"|215|262342
"Jefferson County, Ohio"|536111|"RgD"|"Rigley sandy loam, 15 to 25 percent slopes"|58|262342
"Jefferson County, Ohio"|536112|"StB"|"Steinsburg-Rigley variant fine sandy loams, 3 to 8 percent slopes"|235|262342
"Jefferson County, Ohio"|536113|"StC"|"Steinsburg-Rigley variant fine sandy loams, 8 to 15 percent slopes"|4245|262342
"Jefferson County, Ohio"|536114|"StD"|"Steinsburg-Rigley variant fine sandy loams, 15 to 25 percent slopes"|5142|262342
"Jefferson County, Ohio"|536115|"Tf"|"Tioga loam, rarely flooded"|200|262342
"Jefferson County, Ohio"|536116|"Tg"|"Tioga silt loam, occasionally flooded"|2605|262342
"Jefferson County, Ohio"|1652980|"ToA"|"Tioga loam, 0 to 2 percent slopes, occasionally flooded"|27|262342
"Jefferson County, Ohio"|1652981|"Ua"|"Udorthents, loamy, 2 to 25 percent slopes"|39|262342
"Jefferson County, Ohio"|536117|"Ub"|"Udorthents, loamy"|1535|262342
"Jefferson County, Ohio"|536118|"Uc"|"Udorthents-Pits complex"|2080|262342
"Jefferson County, Ohio"|536119|"Ud"|"Udorthents-Urban land complex"|1750|262342
"Jefferson County, Ohio"|1652983|"UkC2"|"Upshur-Berks complex, 6 to 15 percent slopes, eroded"|4|262342
"Jefferson County, Ohio"|536120|"UpC2"|"Upshur silty clay loam, 8 to 15 percent slopes, eroded"|270|262342
"Jefferson County, Ohio"|536121|"Ur"|"Urban land"|1510|262342
"Jefferson County, Ohio"|536122|"UsA"|"Urban land-Chavies complex, 0 to 3 percent slopes"|970|262342
"Jefferson County, Ohio"|536123|"UtC"|"Urban land-Gilpin-Lowell complex, 8 to 15 percent slopes"|1100|262342
"Jefferson County, Ohio"|536124|"UtD"|"Urban land-Gilpin-Lowell complex, 15 to 25 percent slopes"|490|262342
"Jefferson County, Ohio"|536125|"UvC"|"Urban land-Omulga complex, 3 to 15 percent slopes"|720|262342
"Jefferson County, Ohio"|536126|"UwB"|"Urban land-Steinsburg complex, 3 to 8 percent slopes"|340|262342
"Jefferson County, Ohio"|536127|"W"|"Water"|1120|262342
"Jefferson County, Ohio"|536128|"WeB"|"Wellston silt loam, 1 to 7 percent slopes"|580|262342
"Jefferson County, Ohio"|536129|"WkC"|"Westmoreland silt loam, 8 to 15 percent slopes"|285|262342
"Jefferson County, Ohio"|536130|"WkD"|"Westmoreland silt loam, 15 to 25 percent slopes"|40|262342
"Jefferson County, Ohio"|1652984|"WmC"|"Westmoreland-Coshocton silt loams, 8 to 15 percent slopes"|8|262342
"Jefferson County, Ohio"|1652954|"WnE"|"Westmoreland-Dekalb complex, 25 to 40 percent slopes"|81|262342
"Jefferson County, Ohio"|536131|"WtE"|"Westmoreland-Berks complex, 25 to 40 percent slopes"|3510|262342
"Jefferson County, Ohio"|536132|"WtF"|"Westmoreland-Berks complex, 40 to 70 percent slopes"|14845|262342
"Jefferson County, Ohio"|536133|"WuF"|"Westmoreland-Lowell complex, 40 to 70 percent slopes"|19975|262342
"Jefferson County, Ohio"|536134|"WvA"|"Wheeling silt loam, 0 to 3 percent slopes"|830|262342
"Lawrence County, Ohio"|536161|"MrF"|"Morristown channery silty clay loam, 25 to 70 percent slopes"|3354|292480
"Lawrence County, Ohio"|1455080|"BhF"|"Bethesda channery clay loam, 40 to 70 percent slopes"|58|292480
"Lawrence County, Ohio"|536200|"WmC2"|"Wheeling silt loam, 8 to 15 percent slopes"|326|292480
"Lawrence County, Ohio"|536199|"WmB"|"Wheeling silt loam, 3 to 8 percent slopes"|685|292480
"Lawrence County, Ohio"|536158|"Me"|"Melvin silt loam, thin solum, frequently ponded, 0 to 3 percent slopes"|235|292480
"Lawrence County, Ohio"|536137|"BdF"|"Bethesda channery silty clay loam, 25 to 70 percent slopes"|1503|292480
"Lawrence County, Ohio"|536136|"BdD"|"Bethesda channery silty clay loam, 8 to 25 percent slopes"|1841|292480
"Lawrence County, Ohio"|536201|"WoB"|"Woodsfield silt loam, 3 to 8 percent slopes"|741|292480
"Lawrence County, Ohio"|536160|"MrD"|"Morristown channery silty clay loam, 8 to 25 percent slopes"|2107|292480
"Lawrence County, Ohio"|536159|"MrB"|"Morristown channery silty clay loam, 0 to 8 percent slopes"|111|292480
"Lawrence County, Ohio"|536179|"SbD"|"Shelocta silt loam, 15 to 25 percent slopes"|453|292480
"Lawrence County, Ohio"|1455095|"SgC"|"Shelocta silt loam, 8 to 15 percent slopes"|5|292480
"Lawrence County, Ohio"|1455094|"SgB"|"Shelocta silt loam, 3 to 8 percent slopes"|61|292480
"Lawrence County, Ohio"|536188|"UgC"|"Upshur-Gilpin complex, 8 to 15 percent slopes"|8572|292480
"Lawrence County, Ohio"|536190|"UgE"|"Upshur-Gilpin complex, 25 to 35 percent slopes"|9326|292480
"Lawrence County, Ohio"|536189|"UgD"|"Upshur-Gilpin complex, 15 to 25 percent slopes"|19845|292480
"Lawrence County, Ohio"|536138|"Cg"|"Chagrin loam, 0 to 3 percent slopes, frequently flooded"|160|292480
"Lawrence County, Ohio"|536162|"No"|"Nolin silt loam, 0 to 3 percent slopes, occasionally flooded"|1732|292480
"Lawrence County, Ohio"|536195|"VaD3"|"Vandalia silty clay loam, 15 to 25 percent slopes, severely eroded"|4287|292480
"Lawrence County, Ohio"|536155|"LtC"|"Lily loam, 8 to 15 percent slopes"|995|292480
"Lawrence County, Ohio"|536156|"LtD"|"Lily loam, 15 to 25 percent slopes"|1999|292480
"Lawrence County, Ohio"|2451103|"Omu1C1"|"Omulga silt loam, 6 to 12 percent slopes"|661|292480
"Lawrence County, Ohio"|2451115|"ShLZE1"|"Shelocta-Latham association, steep"|13899|292480
"Lawrence County, Ohio"|2451114|"RgLXD1"|"Rigley-Latham complex, 15 to 25 percent slopes"|250|292480
"Lawrence County, Ohio"|2451179|"RgLZE1"|"Rigley-Latham association, steep"|886|292480
"Lawrence County, Ohio"|2451102|"LaSXD1"|"Latham-Steinsburg complex, 15 to 25 percent slopes"|3100|292480
"Lawrence County, Ohio"|2451101|"LaG1D1"|"Latham-Gilpin silt loams, 15 to 25 percent slopes"|35|292480
"Lawrence County, Ohio"|2451116|"SWLZE1"|"Shelocta-Wharton-Latham association, steep"|1866|292480
"Lawrence County, Ohio"|2451113|"RrLXD1"|"Rarden-Lily complex, 15 to 25 percent slopes"|94|292480
"Lawrence County, Ohio"|2451097|"GlL1D1"|"Gilpin-Latham silt loams, 15 to 25 percent slopes"|2137|292480
"Lawrence County, Ohio"|2451105|"Orr1AF"|"Orrville silt loam, 0 to 3 percent slopes, frequently flooded"|94|292480
"Lawrence County, Ohio"|2451096|"Cub1AO"|"Cuba silt loam, 0 to 3 percent slopes, occasionally flooded"|2895|292480
"Lawrence County, Ohio"|2451117|"Stn1AO"|"Stendal silt loam, 0 to 3 percent slopes, occasionally flooded"|533|292480
"Lawrence County, Ohio"|2451106|"Pio1AP"|"Piopolis silt loam, 0 to 2 percent slopes, ponded"|63|292480
"Lawrence County, Ohio"|2452590|"Pop1AF"|"Pope silt loam, 0 to 3 percent slopes, frequently flooded"|744|292480
"Lawrence County, Ohio"|2451118|"SkP1AF"|"Stokly-Philo silt loams, 0 to 3 percent slopes, frequently flooded"|384|292480
"Lawrence County, Ohio"|2451110|"PpS1AF"|"Pope-Stokly silt loams, 0 to 3 percent slopes, frequently flooded"|2593|292480
"Lawrence County, Ohio"|2451107|"Pio1AF"|"Piopolis silt loam, 0 to 2 percent slopes, frequently flooded"|75|292480
"Lawrence County, Ohio"|1455097|"Ud"|"Udorthents"|10|292480
"Lawrence County, Ohio"|2451112|"RrG1D1"|"Rarden-Gilpin silt loams, 15 to 25 percent slopes"|2492|292480
"Lawrence County, Ohio"|2451111|"RrG1C1"|"Rarden-Gilpin silt loams, 8 to 15 percent slopes"|2004|292480
"Lawrence County, Ohio"|2451098|"GUSZE1"|"Gilpin-Upshur-Steinsburg association, steep"|33513|292480
"Lawrence County, Ohio"|2451100|"Lic1C2"|"Licking silt loam, 6 to 12 percent slopes, eroded"|432|292480
"Lawrence County, Ohio"|2451099|"Lic1B1"|"Licking silt loam, 2 to 6 percent slopes"|778|292480
"Lawrence County, Ohio"|2451095|"Chg1AF"|"Chagrin silt loam, 0 to 3 percent slopes, frequently flooded"|1218|292480
"Lawrence County, Ohio"|1455091|"ScB"|"Sciotoville silt loam, 1 to 8 percent slopes"|117|292480
"Lawrence County, Ohio"|1455079|"BcF"|"Berks-Upshur association, very steep"|119|292480
"Lawrence County, Ohio"|536198|"WeA"|"Weinbach silt loam, 0 to 2 percent slopes"|916|292480
"Lawrence County, Ohio"|536197|"WaB"|"Watertown sandy loam, 1 to 8 percent slopes"|759|292480
"Lawrence County, Ohio"|536196|"W"|"Water"|1884|292480
"Lawrence County, Ohio"|536193|"UtF"|"Upshur-Rock outcrop association, very steep"|8013|292480
"Lawrence County, Ohio"|536191|"UgF"|"Upshur-Gilpin complex, 40 to 70 percent slopes"|53598|292480
"Lawrence County, Ohio"|536187|"To"|"Tioga loam, frequently flooded"|912|292480
"Lawrence County, Ohio"|536186|"Tg"|"Tioga loam, occasionally flooded"|132|292480
"Lawrence County, Ohio"|536185|"St"|"Stendal silt loam, occasionally flooded"|1126|292480
